162.705643168	2.000
162.745285836	1.000
162.784928504	1.000
162.824571172	1.000
162.864213840	2.000
162.903856508	1.000
162.943499176	1.000
162.983141844	1.000
163.022784512	1.000
163.062427180	1.000
163.102069848	1.000
163.141712516	1.000
163.181355184	1.000
163.220997852	1.000
163.260640520	1.000
163.300283188	1.000
163.339925856	1.000
163.379568524	1.000
163.419211192	1.000
163.458853860	1.000
163.498496528	1.000
163.538139196	1.000
163.577781864	1.000
163.617424532	1.000
163.657067200	1.000
163.696709868	1.000
163.736352536	1.000
163.775995204	1.000
163.815637872	1.000
163.855280540	1.000
